City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
405,Coos Bay,US,70.32,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
408,Mayo,US,82.11,clear sky,38.8876,-76.5119,Resorts Resource Group International
409,Xining,CN,44.31,clear sky,36.6167,101.7667,Super Leisure Hotel
410,Boke,GN,75.7,overcast clouds,10.9409,-14.2967,Hôtel Rio Nunez - Boké
411,Roma,US,71.74,few clouds,43.2128,-75.4557,Wingate By Wyndham Rome
413,Northam,GB,59.67,clear sky,51.0333,-4.2167,Durrant House Hotel
414,Shaowu,CN,74.95,clear sky,27.3409,117.4831,Yijie Express Hotel
416,Alofi,NU,75.09,light rain,-19.0595,-169.9187,Taloa Heights
417,Morgan City,US,87.8,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
418,Luau,AO,72.23,broken clouds,-10.7073,22.2247,Casa- Bernardo Cândido
419,Kenai,US,56.03,clear sky,60.5544,-151.2583,Aspen Extended Stay Suites
420,Poladpur,IN,73.98,overcast clouds,17.9802,73.466,Balaji Resort
421,Lufilufi,WS,85.78,few clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
422,Carutapera,BR,78.93,broken clouds,-1.195,-46.02,Lidera
423,San Jose,US,82.27,broken clouds,37.3394,-121.895,The Westin San Jose
424,Altay,CN,61.14,overcast clouds,47.8667,88.1167,Jinqiao Hotel
425,Ulladulla,AU,66.87,clear sky,-35.35,150.4667,Sandpiper Motel
426,Visnes,NO,56.57,clear sky,59.3556,5.2242,Park Inn Haugesund Airport
427,Kieta,PG,81.52,light rain,-6.2167,155.6333,Uruna Bay Retreat
431,Yingcheng,CN,66.25,light rain,30.95,113.55,Yingcheng Hotel
432,Vanimo,PG,78.87,moderate rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
433,Teknaf,BD,76.96,overcast clouds,20.8624,92.3058,Forestry Guesthouse
434,Dubbo,AU,46.53,clear sky,-32.25,148.6167,Comfort Inn Blue Lagoon
435,Zaragoza,ES,64.85,clear sky,41.6561,-0.8773,Hotel Goya
436,Kemin,KG,54.54,clear sky,42.7846,75.6892,Hotel Kok-Oirok
437,Mackenzie,CA,50.22,overcast clouds,55.2999,-123.1698,Hilton Shop
439,Baiao,BR,80.08,overcast clouds,-2.7906,-49.6717,Hotel Eurosono
440,Karratha,AU,74.19,clear sky,-20.7377,116.8463,ibis Styles Karratha
443,Albanel,CA,62.08,broken clouds,48.8832,-72.4487,Camping municipal d'Albanel
444,Esperantina,BR,85.01,broken clouds,-3.9017,-42.2336,Pousada Recanto Das Aguas
445,Inhambane,MZ,66.34,clear sky,-23.865,35.3833,Oceano
447,Sauce,UY,66.13,moderate rain,-34.6469,-56.0628,Residencial despertares
450,Samarai,PG,78.71,light rain,-10.6167,150.6667,Nuli Sapi
451,Sao Felix Do Xingu,BR,83.46,broken clouds,-6.6447,-51.995,Rio Xingu Camping
452,Albury,AU,54.01,light rain,-36.0833,146.9167,Albury Georgian Motel & Suites
453,Sokoto,NG,77.11,light rain,13.0609,5.239,Shukura Coral Hotel
455,Alghero,IT,69.89,clear sky,40.5589,8.3181,Villa Las Tronas Hotel & Spa
456,Bayeux,BR,77.63,few clouds,-7.125,-34.9322,Infinity Motel
457,Tongliao,CN,53.42,moderate rain,43.6125,122.2653,Meirujia Hotel
458,Chocen,CZ,51.12,few clouds,50.0016,16.223,Hotel Garni Michael
459,Xai-Xai,MZ,63.01,clear sky,-25.0519,33.6442,Complexo da Familia
460,Asyut,EG,84.38,clear sky,27.181,31.1837,Florence Hotel Assiut
462,Kutum,SD,79.59,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
463,Sungairaya,ID,77.5,overcast clouds,0.7,108.9,Mess P.Milu
464,Luang Prabang,LA,71.26,overcast clouds,19.8856,102.1347,Villa Oasis
465,Tchaourou,BJ,73.18,broken clouds,8.8865,2.5975,SAFIR HOTEL
466,Vestmanna,FO,49.12,mist,62.1564,-7.1664,Budget Guesthouse Borgustova
467,Moose Factory,CA,73.4,broken clouds,51.2585,-80.6094,Moosonee Lilypad
468,Zonguldak,TR,58.17,clear sky,41.25,31.8333,Süleyman Tez Ev
469,Carballo,ES,61.9,broken clouds,43.213,-8.691,Pazo do Souto
470,Naron,ES,63.03,broken clouds,43.5167,-8.1528,Marcial
471,North Bend,US,70.25,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
472,Minsk,BY,44.35,overcast clouds,53.9,27.5667,Minsk Hotel
476,Srandakan,ID,74.82,broken clouds,-7.9386,110.2506,Puri Brata
478,Nago,JP,77.85,broken clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
479,Morehead,US,74.98,overcast clouds,37.2711,-87.1764,CCI Express Inn
480,Caravelas,BR,72.48,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
481,Havelock,US,84.43,scattered clouds,34.8791,-76.9013,Sherwood Motel
482,Frontignan,FR,66.34,few clouds,43.4485,3.754,Domain Selhac: Cottages in Frontignan
483,Wasilla,US,57.94,clear sky,61.5814,-149.4394,Alaska's Select Inn Wasilla
484,Olga,RU,54.88,scattered clouds,43.7444,135.2892,Gostinitsa Rosmorport.
485,Valparaiso,CL,62.24,scattered clouds,-33.0393,-71.6273,Hotel Ultramar
486,Half Moon Bay,US,80.89,few clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
487,Lazaro Cardenas,MX,85.66,broken clouds,17.9583,-102.2,quinta antigua
488,Dolores,AR,57.9,overcast clouds,-36.3132,-57.6792,Apart Hotel - Arianos
492,Marawi,PH,65.64,overcast clouds,7.9986,124.2928,Derogongan Residence
493,Moyamba,SL,73.8,overcast clouds,8.1667,-12.4333,Sarah Jalloh Guest House
494,Garissa,KE,74.35,clear sky,-0.4536,39.6401,Sharif Plaza Hotel
495,Praia,CV,79.34,few clouds,14.9215,-23.5087,LT Aparthotel
496,Bhadra,IN,83.44,clear sky,29.1167,75.1667,Hotel Ganpati
499,Angoche,MZ,70.88,scattered clouds,-16.2325,39.9086,Guest House HESADA
500,Portland,US,67.73,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
501,Muros,ES,64.24,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
502,Barahona,DO,87.62,scattered clouds,18.2085,-71.1008,Hotel Caribe
503,Tomatlan,MX,78.98,overcast clouds,19.9333,-105.25,El Salvial
504,Bathsheba,BB,86.61,few clouds,13.2167,-59.5167,Atlantis Hotel
506,Severnyy,RU,51.84,fog,50.677,36.5532,Full House North Mini-Hotel
507,Novobiryusinskiy,RU,51.28,light rain,56.9578,97.7076,Gostinitsa
508,Victor Harbor,AU,53.8,broken clouds,-35.5667,138.6167,McCracken Country Club
509,Grand Baie,MU,70.27,overcast clouds,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
510,Markova,UA,47.46,overcast clouds,48.6758,24.4138,Vas.VOM
511,Sola,VU,81.27,overcast clouds,-13.8833,167.55,Leumerus Bungalows
514,Torquay,GB,55.85,scattered clouds,50.4638,-3.5143,The Grand Hotel
515,Nhulunbuy,AU,77.61,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
516,Naukot,PK,84.2,very heavy rain,24.8587,69.4024,Rolak Sigrat Shop
517,Bosansko Grahovo,BA,57.4,broken clouds,44.1794,16.3639,Kesici Lodge
518,Salalah,OM,79.54,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
519,Mitzic,GA,69.57,light rain,0.7821,11.549,Motel Emys
520,Petrovsk-Zabaykalskiy,RU,47.08,broken clouds,51.273,108.843,Arley
521,Miri,MY,78.94,heavy intensity rain,4.4148,114.0089,"Mega Hotel, Miri"
522,Namatanai,PG,81.68,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
523,Vila,PT,53.33,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
528,Morada Nova,BR,79.93,overcast clouds,-5.1067,-38.3725,PIZZARIA MARIANA
529,Sarospatak,HU,51.51,broken clouds,48.3167,21.5833,Hotel Rákóczi
531,Wuda,CN,60.51,few clouds,39.4994,106.7117,Grape Sightseeing Garden
533,Sur,OM,81.9,broken clouds,22.5667,59.5289,Sur Plaza Hotel
536,Bahia Blanca,AR,55.38,moderate rain,-38.7196,-62.2724,Hotel Argos
538,Gorgan,IR,67.96,clear sky,36.8387,54.4348,Khayyam Motel
539,Belmonte,BR,77.5,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
540,Najran,SA,83.05,clear sky,17.4924,44.1277,محمد هادي ال فطيح
541,Imphal,IN,68.41,broken clouds,24.8167,93.95,State Guest House
542,San Vicente,AR,77.54,overcast clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
543,Riyadh,SA,84.34,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
544,Narok,KE,60.91,broken clouds,-1.0783,35.8601,OLORROPIL TOWERS
545,Kerewan,GM,75.31,overcast clouds,13.4898,-16.0888,ADWAC Residents
548,Ginir,ET,62.69,light rain,7.1333,40.7,Sura Dare Village
549,Conakry,GN,80.26,overcast clouds,9.538,-13.6773,Riviera Royal Hotel
552,Shieli,KZ,55.04,clear sky,44.1667,66.75,Gostinitsa Aybek Shieli
553,Fairmont,US,85.37,few clouds,39.4851,-80.1426,Clarion Inn
554,Solano,US,85.1,clear sky,38.2333,-121.9511,Travis AFB FamCamp
556,Kasempa,ZM,71.31,clear sky,-13.4584,25.8338,Lolelunga Forest Reserve
557,Makakilo City,US,82.72,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
559,Sao Desiderio,BR,82.15,clear sky,-12.3633,-44.9733,Hotel azaf
560,Yaring,TH,77.22,overcast clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
561,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
562,Birmitrapur,IN,72.9,broken clouds,22.4,84.7667,ANUP LOMGA
563,Boo,SE,50.77,overcast clouds,59.3333,18.2833,Yasuragi
564,Hamilton,US,86.59,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
565,Cervo,ES,58.96,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
566,Marsh Harbour,BS,83.73,broken clouds,26.5412,-77.0636,Abaco Beach Resort
568,Hami,CN,72.52,scattered clouds,42.8,93.45,Laoyutang Resort
569,Erlangen,DE,54.59,broken clouds,49.5897,11.0039,Creativhotel Luise
571,Miraflores,MX,66.85,overcast clouds,19.2167,-98.8083,Hotel Mansión
572,Rocha,UY,60.62,overcast clouds,-34.4833,-54.3333,Beleza Pura B&B
573,Savannakhet,LA,74.07,overcast clouds,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์
574,Salamiyah,SY,72.39,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
575,Naze,JP,70.72,scattered clouds,28.3667,129.4833,オーベルジュ・アガルイ
576,Chipata,ZM,62.24,scattered clouds,-13.6333,32.65,Protea Hotel by Marriott Chipata
578,Lasa,IT,53.02,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
579,Tecoanapa,MX,84.94,broken clouds,16.5167,-98.75,Hotel Manglares
580,Maningrida,AU,69.66,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
581,Kiunga,PG,73.44,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
582,Port Macquarie,AU,49.96,clear sky,-31.4333,152.9167,Rydges Port Macquarie
583,Pacific Grove,US,83.57,clear sky,36.6177,-121.9166,Lovers Point Inn
584,Alexandria,EG,80.56,clear sky,31.2156,29.9553,Royal Crown Hotel
585,Baoqing,CN,44.13,broken clouds,46.3317,132.2111,Baoqing Hotel
586,Biloela,AU,66.65,clear sky,-24.4167,150.5,Biloela Silo Motor Inn
587,Shahapur,IN,78.28,overcast clouds,19.45,73.3333,OYO 68690 Hotel New Food Hub
588,Whitehorse,CA,51.1,scattered clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
589,Nuoro,IT,68.99,scattered clouds,40.3211,9.3297,Hotel Sandalia
591,Chalus,IR,71.06,broken clouds,36.655,51.4204,نظام مهندسي ساختمان چالوس
593,Takab,IR,57.81,clear sky,36.4009,47.1133,نانوایی جواد
594,Bumba,CD,72.18,few clouds,2.1833,22.4667,Père Carlos
595,Sorata,BO,49.87,scattered clouds,-15.7667,-68.6333,El Encanto Sorata
597,Sarangani,PH,77.77,overcast clouds,5.4033,125.4636,Ballistic Islet
598,Tuatapere,NZ,50.83,scattered clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
599,Ishigaki,JP,80.73,few clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
600,Popondetta,PG,73.72,overcast clouds,-8.7537,148.2534,Timos Transit House
601,Ahipara,NZ,59.45,few clouds,-35.1667,173.1667,Ahipara Holiday Park
602,Pineville,US,84.18,mist,31.3224,-92.4343,"Country Inn & Suites by Radisson, Pineville, LA"
603,Codrington,AU,47.17,scattered clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
604,Viedma,AR,52.97,broken clouds,-40.8135,-62.9967,Hotel Cristal
605,Port Lincoln,AU,53.15,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
606,Hobyo,SO,76.96,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
607,Cabedelo,BR,77.67,broken clouds,-6.9811,-34.8339,Hotel Pigalle
608,Sandnessjoen,NO,51.78,overcast clouds,66.0217,12.6316,Syv Søstre Apartments
613,Shu,KZ,57.34,scattered clouds,43.5983,73.7614,Shyngyzkhan
614,San Carlos De Bariloche,AR,49.75,few clouds,-41.1456,-71.3082,Hotel Patagonia
615,Cacu,BR,87.37,broken clouds,-18.5567,-51.1308,Império Hotel
616,Traralgon,AU,52.18,broken clouds,-38.1833,146.5333,Comfort Inn Traralgon
617,Abaza,RU,50.61,overcast clouds,52.655,90.0928,Гостевой дом «Кедровый»
619,Margate,GB,63.3,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
620,Labuhan,ID,76.66,scattered clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
622,Kendari,ID,74.73,overcast clouds,-3.945,122.4989,Hotel Wixel
623,Cap Malheureux,MU,70.29,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
626,Muroto,JP,71.64,broken clouds,33.2833,134.15,Oota Ryokan
627,Ryotsu,JP,62.56,few clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
628,Gweru,ZW,57.69,clear sky,-19.45,29.8167,Suskwe Lodges
630,Soe,ID,64.31,broken clouds,-9.8607,124.284,Dena Hotel
631,Warrnambool,AU,49.8,broken clouds,-38.3833,142.4833,Lady Bay Resort
633,Chapleau,CA,73.49,clear sky,47.8405,-83.4034,Nemegosenda Lake Lodge
635,Sheridan,US,64.58,light rain,44.8333,-106.9173,Comfort Inn & Suites
637,Ulaanbaatar,MN,50.13,broken clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
639,Iisalmi,FI,44.62,overcast clouds,63.5592,27.1907,Original Sokos Hotel Koljonvirta
641,Brewster,US,74.43,clear sky,41.3973,-73.6171,Heidi's Inn
642,Simplicio Mendes,BR,84.16,broken clouds,-7.8539,-41.9103,Fidalgo
647,Chimbote,PE,63.37,scattered clouds,-9.0853,-78.5783,Hotel Viera Chimbote
648,Santa Rita,BR,77.67,few clouds,-7.1139,-34.9781,Infinity Motel
649,Jinan,CN,61.95,light rain,36.6683,116.9972,Shandong Grand Tower Hotel
650,Tignere,CM,64.78,broken clouds,7.3667,12.65,SADECK
651,Gornyye Klyuchi,RU,45.64,overcast clouds,45.25,133.5,Little Red Riding Hood
652,Abu Zabad,SD,77.94,overcast clouds,12.35,29.25,حامد محمد نور
653,Maslova Pristan,RU,54.0,few clouds,50.4587,36.7408,Guest House Na Dache
654,Siniscola,IT,67.55,scattered clouds,40.5719,9.6922,Hotel Sa Tanca E Bore
656,Molina,CL,58.73,scattered clouds,-35.1167,-71.2833,Hostal Pucará
657,Komsomolskiy,UZ,68.72,clear sky,40.4272,71.7189,Ikathouse
659,Trairi,BR,78.6,broken clouds,-3.2778,-39.2689,janelas do mar
660,Dwarka,IN,81.7,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
662,Fresno,US,85.24,scattered clouds,36.6666,-119.8343,GPS 07
663,Gairo,IT,67.21,few clouds,39.8497,9.5047,La Nuova Luna
664,Broken Hill,AU,47.91,clear sky,-31.95,141.4333,Royal Exchange Hotel
665,Matay,EG,81.0,clear sky,28.419,30.7792,Nag Aespen
666,Catemaco,MX,81.73,scattered clouds,18.4167,-95.1167,Hotel Playa Cristal
668,Olinda,BR,76.73,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
669,Ullapool,GB,54.36,clear sky,57.8987,-5.1604,Argyll Hotel
670,Dalvik,IS,48.13,overcast clouds,65.9702,-18.5286,Dalvík HI Hostel
671,Ugoofaaru,MV,82.08,scattered clouds,5.6667,73.0,Ungoofaaru Inn
672,Sinnamary,GF,80.91,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
673,Filadelfia,US,80.28,clear sky,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
674,Bayburt,TR,52.18,clear sky,40.2589,40.2278,Bayburt Otel Konaklama
679,La Plata,AR,66.11,overcast clouds,-34.9215,-57.9545,Hotel Corregidor
680,Hovd,MN,57.07,clear sky,48.0056,91.6419,Hotel Khovd
681,Ayan,RU,44.35,clear sky,56.45,138.1667,Gostinitsa
682,Quelimane,MZ,64.35,clear sky,-17.8786,36.8883,Hotel Flamingo
683,Alice Springs,AU,62.15,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
684,Binga,ZW,70.84,clear sky,-17.6203,27.3414,Lakeview Inn Binga
686,Ejura,GH,73.31,light rain,7.3856,-1.3562,Fire Servece
687,Sorkjosen,NO,44.47,overcast clouds,69.8,20.9333,Reisafjord Hotel AS
688,Boa Vista,BR,80.58,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
689,Svetlogorsk,BY,48.51,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
690,Dalnerechensk,RU,44.58,broken clouds,45.9339,133.7225,"Royal Cafe, Bar, Hotel"
